city,profession,salary,company
广州,Python,7,晶昊游学
广州,Python开发工程师,7,启明星辰
广州,Python,10,纷可网络
广州,Python开发工程师,10,启明星辰
广州,Python讲师,8,学码教育
广州,Python,10,蓝宝诺德
广州,Python工程师,4,熵演信息
广州,python web前端,4,熵演信息
广州,Python工程师,4,广东宏为
广州,Python,10,广东杰明科技有限公司
广州,Python web开发工程师,15,诺泰德
广州,高级python工程师,20,头文科技
广州,Python高级开发工程师（多名）,6,伟宏智能
广州,Python web后端开发,18,广州建杉科技有限公司
广州,Python后端开发工程师,15,烹茶科技
广州,GZ-python开发,15,仟界科技
广州,python工程师,11,杰颉软件
广州,Python后台研发工程师,15,数瞳科技
广州,Python,16,百思汽配
广州,Python,10,斯帝芬尼
广州,python研发工程师实习生,6,杰颉软件
广州,Python,13,视源股份(cvte)
广州,Python,6,广州荔枝网
广州,Python后端工程师,8,一一科技
